,Study_accession,Sample_accession,Run_accession,Isolate_name,Isolate_name_paper,Species,BAPS_group,Sequence_Type,Country/Province,Origin,Location,Habitat,Source_code,Ampicillin,Vancomycin,Teicoplanin,Doxycycline,Erythromycin,Nitrofurantoin,Gentamicin,Linezolid,Levofloxacin,Quinolone,Streptomycin,Tigecycline,Read_status,R1,R2,Clade
65,PRJNA604849,SAMN14000244,SRR14022756,ES-C-ST001-25AUG15-0117B,0117B,Enterococcus faecium,,,Canada/Alberta,Calgary,"51.0447° N, 114.0719° W",Wastewater Human,WW,S,S,S,S,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022756/SRR14022756_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022756/SRR14022756_2.fastq.gz,CladeB
66,PRJNA604849,SAMN14000243,SRR14022762,ES-M-ST001-03MAY16-0152L,0152L,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,R,S,S,I,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022762/SRR14022762_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022762/SRR14022762_2.fastq.gz,CladeB
67,PRJNA604849,SAMN14000242,SRR14022782,ES-M-ST001-03MAY16-0152E,0152E,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,S,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022782/SRR14022782_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022782/SRR14022782_2.fastq.gz,Clade A
68,PRJNA604849,SAMN14000241,SRR14022779,ES-M-ST001-03MAY16-0152M,0152M,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,R,I,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022779/SRR14022779_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022779/SRR14022779_2.fastq.gz,CladeB
69,PRJNA604849,SAMN14000240,SRR14022783,ES-M-ST001-03MAY16-0152J,0152J,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022783/SRR14022783_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022783/SRR14022783_2.fastq.gz,CladeB
70,PRJNA604849,SAMN14000238,SRR14022771,ES-M-ST001-08MAR16-0147M,0147M,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,R,S,S,R,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022771/SRR14022771_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022771/SRR14022771_2.fastq.gz,Clade A
71,PRJNA604849,SAMN14000237,SRR14022735,ES-M-ST001-08MAR16-0147L,0147L,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,R,S,R,S,R,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022735/SRR14022735_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022735/SRR14022735_2.fastq.gz,CladeB
72,PRJNA604849,SAMN14000236,SRR14022753,ES-M-ST001-08MAR16-0147I,0147I,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,I,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022753/SRR14022753_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022753/SRR14022753_2.fastq.gz,CladeB
73,PRJNA604849,SAMN14000235,SRR14022770,ES-M-ST001-08MAR16-0147E,0147E,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,R,S,S,S,S,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022770/SRR14022770_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022770/SRR14022770_2.fastq.gz,CladeB
74,PRJNA604849,SAMN14000234,SRR14022765,ES-M-ST001-08MAR16-0147B,0147B,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,S,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022765/SRR14022765_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022765/SRR14022765_2.fastq.gz,CladeB
75,PRJNA604849,SAMN14000233,SRR14022780,ES-M-ST001-03NOV15-0137E,0137E,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,I,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022780/SRR14022780_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022780/SRR14022780_2.fastq.gz,CladeB
76,PRJNA604849,SAMN14000232,SRR14022742,ES-M-ST001-03NOV15-0137C,0137C,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,I,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022742/SRR14022742_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022742/SRR14022742_2.fastq.gz,Clade A
77,PRJNA604849,SAMN14000231,SRR14022745,ES-M-ST001-03NOV15-0137A,0137A,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,R,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022745/SRR14022745_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022745/SRR14022745_2.fastq.gz,Clade A
78,PRJNA604849,SAMN14000230,SRR14022763,ES-M-ST001-15SEP15-0124M,0124M,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022763/SRR14022763_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022763/SRR14022763_2.fastq.gz,CladeB
79,PRJNA604849,SAMN14000229,SRR14022744,ES-M-ST001-15SEP15-0124K,0124K,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022744/SRR14022744_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022744/SRR14022744_2.fastq.gz,CladeB
80,PRJNA604849,SAMN14000228,SRR14022746,ES-M-ST001-15SEP15-0124J,0124J,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022746/SRR14022746_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022746/SRR14022746_2.fastq.gz,CladeB
81,PRJNA604849,SAMN14000227,SRR14022775,ES-M-ST001-15SEP15-0124I,0124I,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,I,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022775/SRR14022775_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022775/SRR14022775_2.fastq.gz,CladeB
82,PRJNA604849,SAMN14000226,SRR14022768,ES-M-ST002-03NOV15-0138D,0138D,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,S,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022768/SRR14022768_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022768/SRR14022768_2.fastq.gz,Clade A
83,PRJNA604849,SAMN14000225,SRR14022773,ES-M-ST002-03NOV15-0138C,0138C,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022773/SRR14022773_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022773/SRR14022773_2.fastq.gz,CladeB
84,PRJNA604849,SAMN14000224,SRR14022777,ES-M-ST002-03NOV15-0138B,0138B,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,S,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022777/SRR14022777_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022777/SRR14022777_2.fastq.gz,Clade A
85,PRJNA604849,SAMN14000223,SRR14022766,ES-M-ST001-13OCT14-0050M,0050M,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,R,R,S,R,I,S,R,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022766/SRR14022766_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022766/SRR14022766_2.fastq.gz,CladeB
86,PRJNA604849,SAMN14000222,SRR14022769,ES-M-ST001-23NOV14-0060D,0060D,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,R,S,S,S,I,S,S,S,S,S,I,S,Validated download,genomes/zaheer_2020_alberta/SRR14022769/SRR14022769_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022769/SRR14022769_2.fastq.gz,Clade A
87,PRJNA604849,SAMN14000221,SRR14022776,ES-M-ST001-03MAR15-0067A,0067A,Enterococcus faecium,,,Canada/Alberta,Medicine Hat,"50.0421° N, 110.7197° W",Wastewater Human,WW,S,S,S,S,S,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022776/SRR14022776_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022776/SRR14022776_2.fastq.gz,Clade A
88,PRJNA604849,SAMN14000220,SRR14022751,ES-C-ST001-25AUG14-0039D,0039D,Enterococcus faecium,,,Canada/Alberta,Calgary,"51.0447° N, 114.0719° W",Wastewater Human,WW,S,S,S,S,I,I,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022751/SRR14022751_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022751/SRR14022751_2.fastq.gz,Clade A
89,PRJNA604849,SAMN14000219,SRR14022748,ES-C-ST001-25AUG14-0039E,0039E,Enterococcus faecium,,,Canada/Alberta,Calgary,"51.0447° N, 114.0719° W",Wastewater Human,WW,S,S,S,S,I,I,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022748/SRR14022748_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022748/SRR14022748_2.fastq.gz,Clade A
90,PRJNA604849,SAMN14000218,SRR14022738,ES-C-ST001-01FEB16-0145K,0145K,Enterococcus faecium,,,Canada/Alberta,Calgary,"51.0447° N, 114.0719° W",Wastewater Human,WW,S,S,S,S,R,I,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022738/SRR14022738_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022738/SRR14022738_2.fastq.gz,CladeB
91,PRJNA604849,SAMN14000217,SRR14022759,ES-C-ST001-01FEB16-0145J,0145J,Enterococcus faecium,,,Canada/Alberta,Calgary,"51.0447° N, 114.0719° W",Wastewater Human,WW,S,S,S,S,I,I,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022759/SRR14022759_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022759/SRR14022759_2.fastq.gz,CladeB
92,PRJNA604849,SAMN14000216,SRR14022741,ES-C-ST001-04JUL16-0154I,0154I,Enterococcus faecium,,,Canada/Alberta,Calgary,"51.0447° N, 114.0719° W",Wastewater Human,WW,S,S,S,S,I,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022741/SRR14022741_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022741/SRR14022741_2.fastq.gz,CladeB
93,PRJNA604849,SAMN14000215,SRR14022757,ES-C-ST001-05OCT15-0134A,0134A,Enterococcus faecium,,,Canada/Alberta,Calgary,"51.0447° N, 114.0719° W",Wastewater Human,WW,S,S,S,S,R,S,S,S,S,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14022757/SRR14022757_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14022757/SRR14022757_2.fastq.gz,CladeB
94,PRJNA604849,SAMN14000214,SRR14011014,HC_VRE0013,VRE0013,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,I,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011014/SRR14011014_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011014/SRR14011014_2.fastq.gz,Clade A
95,PRJNA604849,SAMN14000212,SRR14010972,HC_VRE0011,VRE0011,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,R,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010972/SRR14010972_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010972/SRR14010972_2.fastq.gz,Clade A
96,PRJNA604849,SAMN14000211,SRR14011021,HC_VRE0010,VRE0010,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,S,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011021/SRR14011021_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011021/SRR14011021_2.fastq.gz,Clade A
97,PRJNA604849,SAMN14000210,SRR14011027,HC_VRE0009,VRE0009,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,R,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011027/SRR14011027_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011027/SRR14011027_2.fastq.gz,Clade A
98,PRJNA604849,SAMN14000209,SRR14010950,HC_VRE0008,VRE0008,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,I,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010950/SRR14010950_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010950/SRR14010950_2.fastq.gz,Clade A
99,PRJNA604849,SAMN14000208,SRR14010980,HC_VRE0007,VRE0007,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,I,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010980/SRR14010980_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010980/SRR14010980_2.fastq.gz,Clade A
100,PRJNA604849,SAMN14000207,SRR14011008,HC_VRE0005,VRE0005,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,R,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011008/SRR14011008_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011008/SRR14011008_2.fastq.gz,Clade A
101,PRJNA604849,SAMN14000206,SRR14010959,HC_VRE0003,VRE0003,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,S,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010959/SRR14010959_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010959/SRR14010959_2.fastq.gz,Clade A
102,PRJNA604849,SAMN14000205,SRR14011023,HC_VRE0069,VRE0069,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,R,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011023/SRR14011023_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011023/SRR14011023_2.fastq.gz,Clade A
103,PRJNA604849,SAMN14000204,SRR14011004,HC_VRE0068,VRE0068,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,I,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011004/SRR14011004_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011004/SRR14011004_2.fastq.gz,Clade A
104,PRJNA604849,SAMN14000203,SRR14010974,HC_VRE0067,VRE0067,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,I,I,R,S,R,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010974/SRR14010974_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010974/SRR14010974_2.fastq.gz,Clade A
105,PRJNA604849,SAMN14000202,SRR14011018,HC_VRE0066,VRE0066,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,R,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011018/SRR14011018_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011018/SRR14011018_2.fastq.gz,Clade A
106,PRJNA604849,SAMN14000201,SRR14010995,HC_VRE0065,VRE0065,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,S,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010995/SRR14010995_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010995/SRR14010995_2.fastq.gz,Clade A
107,PRJNA604849,SAMN14000200,SRR14011044,HC_VRE0064,VRE0064,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,I,R,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011044/SRR14011044_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011044/SRR14011044_2.fastq.gz,Clade A
108,PRJNA604849,SAMN14000199,SRR14011036,HC_VRE0063,VRE0063,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,S,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011036/SRR14011036_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011036/SRR14011036_2.fastq.gz,Clade A
109,PRJNA604849,SAMN14000198,SRR14010939,HC_VRE0062,VRE0062,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,I,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010939/SRR14010939_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010939/SRR14010939_2.fastq.gz,Clade A
110,PRJNA604849,SAMN14000197,SRR14011010,HC_VRE0061,VRE0061,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,R,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011010/SRR14011010_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011010/SRR14011010_2.fastq.gz,Clade A
111,PRJNA604849,SAMN14000196,SRR14010948,HC_VRE0059,VRE0059,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,I,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010948/SRR14010948_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010948/SRR14010948_2.fastq.gz,Clade A
112,PRJNA604849,SAMN14000195,SRR14010963,HC_VRE0058,VRE0058,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,R,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010963/SRR14010963_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010963/SRR14010963_2.fastq.gz,Clade A
113,PRJNA604849,SAMN14000194,SRR14010975,HC_VRE0057,VRE0057,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,I,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010975/SRR14010975_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010975/SRR14010975_2.fastq.gz,Clade A
114,PRJNA604849,SAMN14000193,SRR14011001,HC_VRE0056,VRE0056,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,R,S,R,S,R,S,R,I,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011001/SRR14011001_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011001/SRR14011001_2.fastq.gz,Clade A
115,PRJNA604849,SAMN14000192,SRR14010979,HC_VRE0055,VRE0055,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,S,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010979/SRR14010979_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010979/SRR14010979_2.fastq.gz,Clade A
116,PRJNA604849,SAMN14000191,SRR14011028,HC_VRE0054,VRE0054,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,I,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011028/SRR14011028_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011028/SRR14011028_2.fastq.gz,Clade A
117,PRJNA604849,SAMN14000190,SRR14010949,HC_VRE0053,VRE0053,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,S,S,R,S,R,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010949/SRR14010949_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010949/SRR14010949_2.fastq.gz,Clade A
118,PRJNA604849,SAMN14000188,SRR14011017,HC_VRE0090,VRE0090,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,S,S,S,I,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011017/SRR14011017_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011017/SRR14011017_2.fastq.gz,Clade A
119,PRJNA604849,SAMN14000187,SRR14010999,HC_VRE0074,VRE0074,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,I,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010999/SRR14010999_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010999/SRR14010999_2.fastq.gz,Clade A
120,PRJNA604849,SAMN14000186,SRR14011037,HC_VRE0073,VRE0073,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,R,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011037/SRR14011037_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011037/SRR14011037_2.fastq.gz,Clade A
121,PRJNA604849,SAMN14000185,SRR14010952,HC_VRE0072,VRE0072,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,S,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010952/SRR14010952_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010952/SRR14010952_2.fastq.gz,Clade A
122,PRJNA604849,SAMN14000184,SRR14010961,HC_VRE0071,VRE0071,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,I,R,R,S,R,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010961/SRR14010961_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010961/SRR14010961_2.fastq.gz,Clade A
123,PRJNA604849,SAMN14000183,SRR14011005,HC_VRE0070,VRE0070,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,I,I,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011005/SRR14011005_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011005/SRR14011005_2.fastq.gz,Clade A
124,PRJNA604849,SAMN14000182,SRR14011024,HC_VRE0104,VRE0104,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,I,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011024/SRR14011024_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011024/SRR14011024_2.fastq.gz,Clade A
125,PRJNA604849,SAMN14000181,SRR14011039,HC_VRE0103,VRE0103,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,I,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011039/SRR14011039_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011039/SRR14011039_2.fastq.gz,Clade A
126,PRJNA604849,SAMN14000180,SRR14011003,HC_VRE0102,VRE0102,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,R,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14011003/SRR14011003_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14011003/SRR14011003_2.fastq.gz,Clade A
127,PRJNA604849,SAMN14000179,SRR14010998,HC_VRE0100,VRE0100,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,S,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010998/SRR14010998_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010998/SRR14010998_2.fastq.gz,Clade A
128,PRJNA604849,SAMN14000178,SRR14010956,HC_VRE0099,VRE0099,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,S,S,R,S,S,S,R,S,S,S,Validated download,genomes/zaheer_2020_alberta/SRR14010956/SRR14010956_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010956/SRR14010956_2.fastq.gz,Clade A
129,PRJNA604849,SAMN14000177,SRR14010994,HC_VRE0098,VRE0098,Enterococcus faecium,,,Canada/Alberta,Human clinical; CLS,"53.9333° N, 116.5765° W",Clinical,VRE,R,R,R,R,R,S,S,S,R,S,I,S,Validated download,genomes/zaheer_2020_alberta/SRR14010994/SRR14010994_1.fastq.gz,genomes/zaheer_2020_alberta/SRR14010994/SRR14010994_2.fastq.gz,Clade A
